average_speed|distance|elapsed_time|elev_high|elev_low|hashed_id|max_speed|moving_time|total_elevation_gain|age_0.0|age_1.0|age_2.0|trainer_onehot|workout_type_10.0|workout_type_11.0|workout_type_12.0|weekday_Friday|weekday_Monday|weekday_Saturday|weekday_Sunday|weekday_Thursday|weekday_Tuesday|weekday_Wednesday|daypart_afternoon|daypart_dawn|daypart_evening|daypart_forenoon|daypart_morning|daypart_night
8.899000000000003|21409.8|2406.0|238.6|234.8|2023256.0|9.4|2406.0|0.0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
7.064|85621.1|12499.0|351.8|121.8|2023256.0|16.5|12121.0|1182.0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
8.669|57978.3|6688.0|94.2|84.6|2023256.0|13.1|6688.0|0.0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
4.881|25139.2|5150.0|354.8|155.6|2023256.0|13.9|5150.0|396.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
4.08|21279.5|5396.0|437.2|140.2|2023256.0|14.4|5216.0|495.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
3.747|54618.4|20350.0|715.4|184.2|2023256.0|13.6|14577.0|1352.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
6.525|64475.1|11368.0|484.8|103.0|2023256.0|15.6|9881.0|743.0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
7.551|45231.8|5990.0|242.6|103.2|2023256.0|14.6|5990.0|225.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
5.234|38062.6|7597.0|501.0|115.8|2023256.0|20.6|7272.0|882.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
7.23|45573.2|6390.0|254.4|110.6|2023256.0|16.5|6303.0|329.0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
6.3020000000000005|35045.2|5561.0|251.8|151.8|2023256.0|14.3|5561.0|469.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
6.855|56595.1|8386.0|161.2|45.8|2023256.0|14.7|8256.0|461.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
4.848|35343.6|7752.0|494.0|106.4|2023256.0|17.1|7290.0|865.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0
5.952000000000001|29104.4|4890.0|242.6|130.2|2023256.0|14.6|4890.0|431.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
6.492000000000001|35094.4|5458.0|250.6|105.4|2023256.0|13.6|5406.0|214.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
5.892|41458.5|7774.0|242.6|98.0|2023256.0|12.8|7037.0|220.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
5.7620000000000005|37728.1|7734.0|130.4|-19.6|2023256.0|13.2|6548.0|219.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
6.0760000000000005|23545.0|3971.0|255.8|112.4|2023256.0|13.6|3875.0|169.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0
4.138|30527.4|8885.0|424.4|212.8|2023256.0|12.6|7378.0|527.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
3.377|3796.2|1485.0|394.4|308.8|2023256.0|8.5|1124.0|117.2|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
6.119|34619.1|5872.0|353.8|116.2|2023256.0|15.3|5658.0|412.0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
7.349|38341.4|6006.0|12.4|-6.6|2023256.0|11.4|5217.0|91.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
5.55|41066.6|7951.0|255.8|108.6|2023256.0|17.2|7399.0|264.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
6.434|6415.0|1178.0|372.8|234.8|2023256.0|14.7|997.0|8.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
5.559|40369.1|7653.0|256.4|113.6|2023256.0|15.2|7262.0|320.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
5.766|34631.5|6205.0|261.6|114.8|2023256.0|13.7|6006.0|306.0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0
6.242999999999999|39505.9|6578.0|250.0|113.0|2023256.0|14.7|6328.0|184.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
6.109|28576.3|4846.0|253.6|105.6|2023256.0|14.8|4678.0|189.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.8389999999999995|17289.5|3602.0|353.8|185.8|2023256.0|14.4|3573.0|281.0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
3.617|18960.1|5950.0|441.0|192.4|2023256.0|14.2|5242.0|520.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.125|20661.2|5610.0|423.0|162.2|2023256.0|12.4|5009.0|464.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
8.625|56807.0|6769.0|79.0|21.4|2023256.0|12.3|6586.0|74.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
4.256|34771.8|9110.0|416.6|137.0|2023256.0|13.3|8171.0|839.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.846|38003.6|8065.0|454.8|185.2|2023256.0|16.6|7843.0|797.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
6.98|83297.7|14221.0|259.8|105.2|2023256.0|14.5|11933.0|293.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
4.974|56955.2|16870.0|253.6|104.4|2023256.0|15.5|11450.0|384.0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.293|35538.9|9255.0|488.6|140.4|2023256.0|14.4|8278.0|720.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
7.603|64058.9|9129.0|293.8|105.6|2023256.0|16.8|8426.0|523.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
4.425|31180.0|7966.0|426.2|160.2|2023256.0|13.9|7047.0|721.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
4.024|15750.2|4519.0|434.4|185.0|2023256.0|13.0|3914.0|391.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
7.34|45096.4|7574.0|337.4|200.2|2023256.0|15.8|6144.0|269.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
7.754|40674.9|5386.0|34.0|-16.4|2023256.0|15.3|5246.0|306.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
3.693|19544.7|6898.0|372.4|119.4|2023256.0|14.4|5293.0|574.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
3.655|21005.8|5857.0|522.4|278.6|2023256.0|12.5|5747.0|542.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
4.915|18450.9|4338.0|328.8|177.6|2023256.0|16.2|3754.0|286.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.865|38679.8|8281.0|469.2|120.2|2023256.0|15.6|7951.0|858.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
5.034|18192.3|3663.0|320.6|186.6|2023256.0|13.1|3614.0|273.0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
8.055|67618.8|9300.0|255.2|109.4|2023256.0|13.9|8395.0|373.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.154|50670.6|13499.0|681.4|142.8|2023256.0|14.5|12198.0|988.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
5.523|31526.1|5708.0|354.2|187.2|2023256.0|14.3|5708.0|527.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
7.914|49176.4|6416.0|250.2|109.8|2023256.0|15.0|6214.0|275.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0
2.7969999999999997|10853.5|4140.0|301.4|207.4|2023256.0|7.0|3881.0|182.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
7.447|42059.5|5648.0|346.2|114.4|2023256.0|18.1|5648.0|538.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
6.526|81370.6|12914.0|475.2|101.4|2023256.0|15.7|12469.0|1216.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
4.928999999999999|33337.7|7227.0|468.8|121.0|2023256.0|15.2|6763.0|709.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
7.461|57826.4|7986.0|250.0|115.8|2023256.0|15.7|7750.0|312.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
4.843|18325.7|4601.0|281.2|161.4|2023256.0|14.4|3784.0|264.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
3.069|17117.9|5677.0|201.4|186.4|2023256.0|8.9|5578.0|42.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
4.641|18917.5|4393.0|345.6|181.8|2023256.0|14.1|4076.0|291.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
4.6610000000000005|41910.6|10810.0|385.0|64.2|2023256.0|14.7|8992.0|875.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0
3.202|23105.8|7280.0|208.6|197.8|2023256.0|7.3|7217.0|25.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
6.682|70952.2|11199.0|580.8|24.0|2023256.0|18.2|10619.0|1148.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0
3.062|12926.2|4237.0|200.8|194.6|2023256.0|6.5|4221.0|14.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
4.4830000000000005|48336.2|11327.0|372.2|38.6|2023256.0|14.9|10781.0|1266.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
4.648|17596.0|3997.0|259.6|90.6|2023256.0|14.2|3786.0|310.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
5.254|40967.7|7797.0|339.2|89.8|2023256.0|16.1|7797.0|784.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0
7.37|80648.0|11253.0|597.6|17.8|2023256.0|19.6|10942.0|1130.6|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1
6.5360000000000005|84444.3|14278.0|849.0|170.2|2023256.0|17.0|12919.0|1055.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
5.707999999999999|19442.2|4175.0|281.2|173.6|2023256.0|15.1|3406.0|145.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
6.721|59357.0|9526.0|299.2|144.2|2023256.0|15.6|8832.0|803.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0
5.58|23956.9|5358.0|301.0|166.2|2023256.0|17.1|4293.0|229.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0
5.551|18111.3|9174.0|541.2|455.6|2023256.0|12.0|3263.0|101.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
5.775|17595.7|3290.0|689.6|535.2|2023256.0|21.2|3047.0|217.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
5.318|20513.2|3911.0|332.2|236.8|2023256.0|13.8|3857.0|275.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
5.052|37766.4|7492.0|446.0|161.6|2023256.0|16.8|7476.0|690.0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
4.841|62785.7|12970.0|657.8|99.8|2023256.0|13.1|12970.0|1519.0|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0
2.6660000000000004|9827.5|3785.0|311.4|215.2|2023256.0|9.1|3686.0|144.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0
4.468999999999999|45394.2|10286.0|596.2|229.0|2023256.0|16.5|10157.0|1266.8|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.781000000000001|68352.1|52034.0|641.0|70.8|2023256.0|15.1|14297.0|1319.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1
5.273|40819.5|16065.0|456.0|144.8|2023256.0|16.7|7741.0|972.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
7.492000000000001|53687.6|8937.0|387.4|258.8|2023256.0|16.8|7166.0|295.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.663|48743.9|11735.0|476.6|106.4|2023256.0|17.1|10454.0|1277.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0
4.231|36471.1|9091.0|493.8|111.0|2023256.0|16.2|8619.0|946.0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
7.553|78325.1|10768.0|233.0|97.2|2023256.0|16.8|10370.0|330.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
5.832000000000001|70222.3|12767.0|474.0|56.8|2023256.0|17.2|12041.0|1206.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0
4.5440000000000005|33408.9|7453.0|459.4|111.6|2023256.0|17.0|7353.0|746.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.698|19970.1|4590.0|365.0|234.6|2023256.0|13.1|4251.0|271.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
4.636|47903.0|10332.0|550.2|234.8|2023256.0|16.6|10332.0|1362.0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.784|17250.3|3606.0|338.6|224.0|2023256.0|16.0|3606.0|309.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
4.85|34118.1|7343.0|407.0|155.4|2023256.0|17.6|7034.0|602.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.626|33910.5|7538.0|384.6|121.0|2023256.0|18.1|7331.0|744.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.698|51528.5|11702.0|685.2|167.8|2023256.0|17.9|10969.0|1105.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
5.081|18758.1|3692.0|258.8|119.0|2023256.0|14.1|3692.0|242.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0
5.331|58493.8|11174.0|483.2|103.8|2023256.0|17.1|10973.0|1424.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
5.736000000000001|53761.6|9733.0|739.4|114.0|2023256.0|15.9|9372.0|938.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0
4.779|18701.3|3947.0|236.0|134.6|2023256.0|14.5|3913.0|301.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0
4.968|65126.0|13128.0|722.2|245.6|2023256.0|17.9|13110.0|1586.0|0|0|1|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|0
6.42|5354.2|883.0|388.0|329.4|2023256.0|14.4|834.0|63.0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.487|21735.8|5021.0|430.0|212.6|2023256.0|16.4|4844.0|399.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
5.417999999999999|51421.6|9717.0|691.8|114.0|2023256.0|15.2|9491.0|959.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0
4.228|16429.1|3886.0|400.0|180.8|2023256.0|13.8|3886.0|309.0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
4.597|15777.4|3622.0|300.0|163.6|2023256.0|8.8|3432.0|159.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0
4.7940000000000005|56278.5|12382.0|492.2|113.4|2023256.0|16.3|11740.0|1472.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
7.096|53958.1|7956.0|238.0|94.2|2023256.0|16.9|7604.0|268.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.879|44573.4|9681.0|447.2|105.2|2023256.0|14.9|9135.0|954.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
5.638999999999999|102913.0|20165.0|700.4|128.2|2023256.0|15.9|18249.0|1911.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
5.176|47046.5|9229.0|490.4|110.8|2023256.0|15.7|9089.0|1133.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0
4.968999999999999|20235.7|4106.0|265.4|145.6|2023256.0|14.9|4072.0|364.0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.99|55336.7|12280.0|759.8|162.2|2023256.0|14.8|11089.0|1248.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0
6.242000000000001|116204.0|22721.0|697.8|103.4|2023256.0|17.5|18616.0|2082.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
5.03|32732.8|7483.0|458.8|99.6|2023256.0|15.4|6507.0|645.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
7.512|48557.5|7064.0|35.2|-12.2|2023256.0|12.2|6464.0|68.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
7.57|66876.3|9657.0|40.4|-6.4|2023256.0|12.7|8834.0|114.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0
5.115|47904.5|9662.0|511.6|120.6|2023256.0|16.3|9366.0|1229.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
5.732|64178.8|12248.0|597.8|103.8|2023256.0|15.1|11196.0|1210.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
6.968|56047.0|8044.0|682.6|85.8|2023256.0|17.9|8044.0|899.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
7.511|250534.0|43218.0|251.4|103.2|2023256.0|14.7|33355.0|1352.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
4.416|39860.2|9530.0|481.4|96.0|2023256.0|15.5|9027.0|1057.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0
5.074|37030.1|7654.0|335.0|124.4|2023256.0|13.5|7298.0|797.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
7.2170000000000005|101444.0|14168.0|353.2|60.0|2023256.0|22.0|14056.0|901.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
6.61|27445.2|4152.0|251.4|107.8|2023256.0|16.2|4152.0|261.0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
6.281000000000001|43768.9|9702.0|312.6|132.6|2023256.0|14.5|6968.0|309.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.718999999999999|64219.5|14404.0|751.6|188.8|2023256.0|14.5|13609.0|1513.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.402|40997.0|9497.0|488.0|106.6|2023256.0|16.6|9313.0|1171.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
6.372999999999999|61019.1|10357.0|727.8|219.0|2023256.0|16.1|9574.0|753.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
7.053|68191.2|12862.0|289.8|93.8|2023256.0|16.9|9668.0|580.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.551|43628.8|9841.0|500.0|150.8|2023256.0|14.9|9587.0|1026.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
8.477|104399.0|12702.0|101.4|71.4|2023256.0|12.2|12316.0|139.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0
7.245|56131.9|8637.0|675.4|95.8|2023256.0|18.1|7748.0|876.0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
5.216|40003.0|7940.0|479.0|98.8|2023256.0|16.8|7670.0|1004.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
5.22|24443.7|4683.0|278.2|119.0|2023256.0|14.9|4683.0|382.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
4.715|25474.1|5652.0|372.8|162.8|2023256.0|13.6|5403.0|467.0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
5.9479999999999995|139781.0|27772.0|732.0|-43.8|2023256.0|16.9|23501.0|3005.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
5.784|68716.2|13901.0|783.0|-5.4|2023256.0|19.6|11881.0|1519.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0
6.52|108455.0|18968.0|598.6|0.0|2023256.0|18.1|16635.0|1908.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0
4.391|22906.2|9990.0|251.4|-7.6|2023256.0|13.5|5217.0|402.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
5.7829999999999995|89264.6|16509.0|766.6|-4.6|2023256.0|17.9|15437.0|2001.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
5.966|100315.0|19970.0|585.6|-12.2|2023256.0|18.0|16814.0|1919.0|0|0|1|0|1|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0
5.13|17679.0|3911.0|251.6|106.8|2023256.0|13.4|3446.0|176.0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.971|26196.9|6217.0|819.0|574.8|2023256.0|14.7|5270.0|538.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
5.77|21094.7|3689.0|660.8|557.6|2023256.0|12.6|3656.0|183.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
6.47|46561.7|7343.0|258.2|121.4|2023256.0|18.2|7197.0|658.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0
5.85|78671.2|14049.0|500.0|106.8|2023256.0|16.5|13449.0|918.0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
6.992000000000001|33356.8|4771.0|546.4|120.6|2023256.0|16.3|4771.0|491.0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0|0|0
4.72|50890.8|10850.0|471.0|99.8|2023256.0|15.8|10783.0|1141.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
5.8660000000000005|43794.7|7466.0|245.4|96.8|2023256.0|13.5|7466.0|441.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
4.085|32203.3|7929.0|380.6|132.2|2023256.0|12.5|7884.0|672.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.538|32930.8|7787.0|353.6|140.4|2023256.0|13.7|7257.0|713.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
4.0760000000000005|39024.1|9844.0|515.0|104.8|2023256.0|14.0|9574.0|1015.0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0
4.324|16872.8|3959.0|280.6|125.2|2023256.0|12.0|3902.0|325.0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0
4.149|30855.8|7804.0|473.2|107.8|2023256.0|13.9|7437.0|806.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
4.486000000000001|49146.8|12261.0|779.8|179.8|2023256.0|15.3|10955.0|1115.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.372|48110.5|12028.0|703.0|175.8|2023256.0|15.3|11005.0|1093.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
5.607|41213.6|7370.0|219.2|83.6|2023256.0|15.6|7351.0|701.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
4.672|66687.1|15254.0|760.0|112.8|2023256.0|13.4|14273.0|1332.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
5.263|39880.2|7578.0|299.2|120.8|2023256.0|17.1|7578.0|736.0|0|0|1|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0
4.102|40883.5|10122.0|382.0|70.0|2023256.0|13.8|9967.0|915.0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0
7.511|65282.1|8822.0|234.6|93.2|2023256.0|15.8|8691.0|341.0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.4639999999999995|41669.6|9421.0|451.8|126.6|2023256.0|15.1|9334.0|1010.0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
4.215|38460.8|9633.0|480.0|133.0|2023256.0|12.5|9125.0|964.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
7.432|65600.9|8997.0|226.2|85.0|2023256.0|15.9|8827.0|357.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0
4.629|43497.0|10620.0|482.8|162.0|2023256.0|15.1|9396.0|937.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0
6.599|60082.0|9220.0|567.4|78.8|2023256.0|17.7|9105.0|894.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0
6.861000000000001|45771.7|6831.0|672.8|87.0|2023256.0|16.8|6671.0|682.0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0
4.338|41444.9|9908.0|503.2|111.8|2023256.0|16.2|9553.0|1068.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.995|36008.5|7491.0|473.0|165.8|2023256.0|13.7|7209.0|681.0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
4.479|31411.9|7345.0|344.0|138.2|2023256.0|13.4|7013.0|700.0|0|0|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0
