average_speed,distance,kmeans,minibatch,spectral
6.8660000000000005,83512.6,C,C,C
4.773,54922.5,B,B,B
7.848,89337.6,C,C,C
5.852,83566.3,C,C,C
6.55,31464.700000000004,D,D,D
6.627000000000002,74906.1,C,C,C
7.276,44738.9,B,B,B
5.51,38000.9,B,B,B
5.667000000000002,39913.4,B,B,B
5.9670000000000005,45054.8,B,B,B
6.775,42703.7,B,B,B
6.84,42010.9,B,B,B
7.472,61707.1,C,C,C
5.901,47099.6,B,B,B
5.95,79149.4,C,C,C
7.955,34645.6,E,E,D
5.723,43417.2,B,B,B
6.357,81442.1,C,C,C
6.742000000000001,5818.0,D,D,D
5.955,44335.6,B,B,B
6.105,81621.6,C,C,C
5.289,85649.2,C,C,B
6.4289999999999985,79542.9,C,C,C
4.6850000000000005,51041.9,B,B,B
6.259,89598.2,C,C,C
4.845,57158.1,B,B,B
6.17,94076.8,C,C,C
6.447,68752.7,C,C,B
5.5710000000000015,12998.3,A,D,D
4.08,28125.4,A,A,A
5.831,13557.899999999998,D,D,D
4.993,74681.5,B,B,B
5.7570000000000014,44355.7,B,B,B
6.575,56595.2,B,B,B
6.875,65254.3,C,C,B
5.5539999999999985,38505.3,B,B,B
5.808,34380.5,B,B,B
5.585,42663.4,B,B,B
6.166,88145.4,C,C,C
6.325,54325.6,B,B,B
7.245,14235.5,D,D,D
6.983,54917.3,B,B,B
6.937,87644.1,C,C,C
6.657,63307.8,B,C,B
7.331,72948.6,C,C,C
6.917000000000002,57166.9,B,B,B
6.61,32473.1,D,D,D
7.316,55063.8,B,C,B
6.888,65378.1,C,C,B
6.7010000000000005,55139.2,B,B,B
6.892,23577.5,D,D,D
6.301,29537.4,D,D,D
7.183,23676.4,D,D,D
7.121,11607.900000000001,D,D,D
5.337999999999999,9251.599999999999,A,D,D
5.1720000000000015,8709.300000000003,A,D,D
4.973,9487.699999999997,A,D,D
5.3679999999999986,8588.199999999997,A,D,D
5.234,9117.699999999997,A,D,D
5.445,8450.099999999999,A,D,D
5.297999999999999,8937.0,A,D,D
5.1789999999999985,8866.0,A,D,D
5.432,8630.900000000001,A,D,D
5.457000000000002,8470.0,A,D,D
8.559,18676.7,E,E,E
9.729,17171.9,E,E,E
8.823,51853.1,E,E,C
6.457000000000002,33980.6,D,D,D
4.957,17670.2,A,A,D
5.854,18640.400000000005,D,D,D
6.27,11737.800000000003,D,D,D
8.687000000000001,78035.2,C,C,C
5.553,15226.7,A,D,D
5.7940000000000005,22266.2,D,D,D
6.2120000000000015,34820.0,B,B,B
9.037,31287.8,E,E,E
8.998,75411.5,C,C,C
9.277,31707.4,E,E,E
6.355,40845.3,B,B,B
8.529,77249.0,C,C,C
6.33,34512.8,D,B,B
8.279,64283.9,C,C,C
5.584,26160.0,A,D,D
7.41,78863.5,C,C,C
5.355,23762.1,A,D,D
7.897,80931.2,C,C,C
6.836,6295.800000000003,D,D,D
7.912000000000001,82096.5,C,C,C
5.49,20438.899999999998,A,D,D
6.937,59732.6,B,C,B
7.881,71146.9,C,C,C
6.4510000000000005,21564.2,D,D,D
8.282,67854.6,C,C,C
10.359000000000002,64641.6,E,E,C
8.777000000000001,55047.2,E,E,C
8.181000000000001,47655.0,E,E,C
6.9860000000000015,83430.8,C,C,C
7.662000000000001,1785.199999999997,D,D,D
8.731,23112.2,E,E,E
5.35,25718.7,A,D,D
2.4700000000000006,10001.5,A,A,A
6.398,20071.8,D,D,D
5.283,17173.7,A,D,D
7.8,67519.0,C,C,C
7.225,27339.5,D,D,D
8.642000000000001,35597.5,E,E,E
7.88,41307.1,E,E,B
7.559,43160.0,B,E,B
7.9620000000000015,70380.7,C,C,C
8.166,88254.1,C,C,C
10.282,92469.1,C,C,C
9.769,33108.4,E,E,E
6.244,45766.1,B,B,B
7.845,98108.4,C,C,C
9.019,66002.3,E,E,C
6.134,21523.5,D,D,D
11.478,38163.9,E,E,E
7.971999999999999,46027.9,E,E,B
7.026,5929.5999999999985,D,D,D
4.511,10505.699999999997,A,A,A
5.823,38196.1,B,B,B
7.3439999999999985,6955.199999999997,D,D,D
7.226,74844.5,C,C,C
6.553,21807.2,D,D,D
6.307,24206.1,D,D,D
8.217,91349.7,C,C,C
6.84,17436.299999999996,D,D,D
7.693,45325.3,B,E,B
8.056000000000001,39521.2,E,E,B
6.865,15885.7,D,D,D
8.562999999999999,20978.9,E,E,E
10.207,33662.9,E,E,E
7.039,12451.300000000003,D,D,D
8.878,6836.0,E,E,E
9.588,12417.099999999999,E,E,E
6.7170000000000005,39582.4,B,B,B
5.313,71624.6,B,B,B
5.9110000000000005,25015.7,D,D,D
5.956,26722.9,D,D,D
6.465,21386.3,D,D,D
5.732,62806.3,B,B,B
5.205,23467.1,A,D,D
5.529,38965.1,B,B,B
7.665,47009.2,B,E,B
10.145,66226.2,E,E,C
6.3870000000000005,11042.300000000003,D,D,D
5.367000000000001,7760.9000000000015,A,D,D
9.219,66950.0,E,E,C
7.643,53014.5,B,C,B
9.837,67898.4,E,E,C
6.068,15460.899999999998,D,D,D
5.4860000000000015,4004.5,A,D,D
7.263,57834.9,B,C,B
9.695,68128.4,E,E,C
4.767,24857.7,A,A,D
6.3660000000000005,16571.199999999997,D,D,D
8.107000000000001,73169.8,C,C,C
9.826,69191.6,E,E,C
9.133,21070.7,E,E,E
6.646,32505.4,D,D,D
4.622,5200.0,A,A,D
8.795,39918.7,E,E,E
5.952000000000001,32095.2,D,D,D
7.691,62466.9,C,C,C
6.581,47769.6,B,B,B
5.754,3199.300000000003,D,D,D
6.093,39023.2,B,B,B
6.809,98019.4,C,C,C
6.718,9049.400000000001,D,D,D
6.0939999999999985,55017.8,B,B,B
7.386,51765.4,B,B,B
7.5070000000000014,77569.8,C,C,C
6.4460000000000015,32617.4,D,D,D
6.779,33494.0,D,D,D
6.941,14417.399999999998,D,D,D
8.12,15461.0,D,E,D
4.819,34425.4,A,A,B
7.145,58493.7,B,C,B
8.898,69473.3,C,C,C
6.471,3196.9000000000015,D,D,D
6.49,14893.499999999996,D,D,D
6.101,47498.4,B,B,B
5.739,10083.300000000003,A,D,D
9.846,23994.9,E,E,E
7.566,22598.5,D,D,D
7.355,87078.1,C,C,C
8.309,3614.5,D,E,D
6.6370000000000005,27403.5,D,D,D
6.322,21198.900000000005,D,D,D
10.202,40287.7,E,E,E
2.069,4078.9000000000015,A,A,A
8.907,60824.1,E,E,C
6.8420000000000005,19984.6,D,D,D
11.674,29979.0,E,E,E
8.767000000000001,66411.7,C,C,C
9.482,56616.8,E,E,C
8.811,72832.9,C,C,C
6.6,16507.399999999998,D,D,D
8.576,86517.5,C,C,C
6.724,19675.0,D,D,D
11.306,59402.7,E,E,E
7.978,11257.400000000001,D,D,D
8.399000000000001,17294.2,E,E,D
8.179,91335.0,C,C,C
7.279,92113.7,C,C,C
8.845,64499.1,E,E,C
7.172999999999999,45261.0,B,B,B
5.9620000000000015,39643.7,B,B,B
8.698,73622.9,C,C,C
9.823,37012.4,E,E,E
3.2770000000000006,18780.900000000005,A,A,A
7.61,78896.8,C,C,C
7.0760000000000005,28415.3,D,D,D
10.201,33194.7,E,E,E
6.96,33394.3,D,D,D
9.394,28389.9,E,E,E
8.600999999999999,59980.8,E,E,C
6.1610000000000005,47386.6,B,B,B
9.044,27105.7,E,E,E
9.948,24840.0,E,E,E
8.871,63335.9,E,E,C
7.542000000000002,13092.400000000001,D,D,D
7.162000000000001,20268.2,D,D,D
8.123,68300.8,C,C,C
6.568,44918.0,B,B,B
9.467,91341.4,C,C,C
6.103,8787.900000000001,D,D,D
8.177999999999999,79023.6,C,C,C
5.18,56401.4,B,B,B
6.141,34314.9,B,B,B
8.927999999999997,94859.20000000001,C,C,C
8.407,7087.4000000000015,D,E,D
6.425,28663.4,D,D,D
7.476,19640.399999999998,D,D,D
6.483,27558.2,D,D,D
7.657999999999999,80314.7,C,C,C
7.044,31092.5,D,D,D
8.546,68416.5,C,C,C
9.633,39407.7,E,E,E
7.439,93001.7,C,C,C
6.791,30540.8,D,D,D
6.36,61631.3,B,B,B
8.397,49960.6,E,E,C
6.325,22777.0,D,D,D
8.652000000000001,81343.0,C,C,C
5.687,26397.1,A,D,D
8.337,30581.9,E,E,E
7.338999999999999,54977.7,B,C,B
6.867000000000001,39034.2,B,B,B
8.075,38782.9,E,E,D
6.721,52486.5,B,B,B
7.082000000000002,17266.699999999997,D,D,D
5.584,32867.2,A,D,D
6.09,22928.6,D,D,D
7.57,22862.3,D,D,D
5.586,47159.4,B,B,B
5.316,30624.9,A,A,D
8.318999999999999,27161.7,E,E,D
7.154,11647.300000000003,D,D,D
7.081,6663.5999999999985,D,D,D
6.085,69164.6,B,C,B
3.7490000000000006,4892.300000000003,A,A,A
5.122999999999998,2249.199999999997,A,D,D
4.452,2252.800000000003,A,A,A
8.469,8410.0,D,E,D
8.728,10107.0,E,E,E
7.629,9635.800000000003,D,D,D
7.416,36671.9,D,B,D
7.8870000000000005,92725.7,C,C,C
7.49,38917.4,D,E,B
5.465,1907.4000000000015,A,D,D
5.53,8472.599999999999,A,D,D
5.973,23265.6,D,D,D
5.362,8948.699999999997,A,D,D
5.142,12968.3,A,D,D
6.4929999999999986,44878.6,B,B,B
6.7029999999999985,6106.800000000003,D,D,D
7.911,8630.699999999997,D,D,D
4.923,20759.600000000002,A,A,D
8.808,34528.9,E,E,E
8.083,39857.5,E,E,B
6.081,17907.6,D,D,D
7.795,81436.9,C,C,C
6.3039999999999985,17129.000000000004,D,D,D
7.3610000000000015,14854.3,D,D,D
5.501,26728.8,A,D,D
5.877000000000002,19301.7,D,D,D
7.309,19558.2,D,D,D
7.529,21163.6,D,D,D
5.976,17019.0,D,D,D
9.192,93384.0,C,C,C
8.208,7354.699999999997,D,E,D
5.396,3053.9000000000015,A,D,D
8.394,13900.0,D,E,D
5.006,28924.3,A,A,D
6.42,17608.7,D,D,D
10.17,36612.0,E,E,E
9.215,33027.8,E,E,E
7.95,29327.6,D,E,D
7.817,59343.3,C,C,C
10.159,21495.4,E,E,E
5.8660000000000005,17809.0,D,D,D
6.103,37120.7,B,B,B
7.5120000000000005,49593.9,B,B,B
5.943,22369.1,D,D,D
10.195,23898.1,E,E,E
4.345,14254.399999999998,A,A,A
7.5760000000000005,15416.7,D,D,D
7.434,15871.7,D,D,D
9.937,22190.0,E,E,E
8.388,51521.1,E,E,C
6.36,17565.9,D,D,D
5.07,10732.400000000001,A,D,D
6.181,17436.500000000004,D,D,D
6.314,25002.8,D,D,D
7.115,14721.8,D,D,D
8.23,87150.6,C,C,C
6.393,17332.200000000004,D,D,D
6.5139999999999985,33079.4,D,D,D
5.582999999999998,20729.3,A,D,D
5.386,31678.700000000004,A,D,D
7.723,27965.2,D,E,D
6.303,21758.8,D,D,D
6.345,30651.9,D,D,D
5.905,18033.599999999995,D,D,D
7.409,58824.5,C,C,C
7.654,59189.4,C,C,C
9.846,28552.6,E,E,E
5.8629999999999995,51770.8,B,B,B
7.575,53850.5,B,C,B
6.502000000000002,17242.2,D,D,D
9.254,29982.5,E,E,E
6.534,45528.1,B,B,B
6.772,22131.7,D,D,D
7.377000000000002,47187.5,B,B,B
9.144,23197.8,E,E,E
4.832,30889.8,A,A,D
6.113,16614.200000000004,D,D,D
9.616,20386.2,E,E,E
5.638,5366.9000000000015,A,D,D
7.335,60034.6,C,C,C
7.565,39624.5,D,E,B
7.403,43928.8,B,B,B
5.808,15739.599999999995,D,D,D
5.377999999999999,31938.6,A,D,D
9.133,72964.5,C,C,C
5.997999999999998,6855.199999999997,D,D,D
6.064,19070.3,D,D,D
7.132999999999999,45519.7,B,B,B
8.117,89573.7,C,C,C
5.659,36123.4,B,B,B
7.598,3358.199999999997,D,D,D
7.452000000000001,60961.7,C,C,C
5.252000000000002,21755.7,A,D,D
5.9860000000000015,17779.3,D,D,D
8.081,5737.4000000000015,D,D,D
5.45,7269.800000000003,A,D,D
11.239,39439.4,E,E,E
7.545,3161.5,D,D,D
7.931,65580.0,C,C,C
10.311,25178.4,E,E,E
6.7360000000000015,27617.5,D,D,D
6.5760000000000005,2282.0,D,D,D
5.5520000000000005,14236.0,A,D,D
5.67,49827.8,B,B,B
6.507999999999999,21318.8,D,D,D
5.936,29695.9,D,D,D
6.287000000000001,5193.0999999999985,D,D,D
10.716,64605.7,E,E,E
7.269,52132.1,B,B,B
10.759,59510.2,E,E,E
7.4529999999999985,98571.7,C,C,C
5.622000000000001,35193.1,B,B,B
8.225,34815.9,E,E,D
7.787000000000001,56556.5,C,C,C
5.324,14849.599999999999,A,D,D
6.01,19057.4,D,D,D
10.527,97294.1,C,C,C
6.6560000000000015,30862.3,D,D,D
7.239,51289.7,B,B,B
8.35,79243.6,C,C,C
6.108,39599.3,B,B,B
7.564,30165.3,D,D,D
7.282,48901.0,B,B,B
8.408,86349.4,C,C,C
9.771,16601.300000000003,E,E,E
11.130999999999998,17753.3,E,E,E
7.905,35026.5,D,E,D
5.944,29334.8,D,D,D
7.907999999999999,58453.0,C,C,C
6.984,17480.2,D,D,D
5.853,41885.9,B,B,B
9.388,41541.3,E,E,E
9.73,23401.8,E,E,E
12.117,1090.5,E,E,E
7.867000000000001,35582.5,D,E,D
7.4529999999999985,35690.1,D,E,D
8.139,32777.4,E,E,D
8.821,82154.2,C,C,C
7.5939999999999985,83165.4,C,C,C
6.348,6322.800000000003,D,D,D
7.26,37155.5,D,B,B
8.23,20886.6,D,E,D
8.98,81482.8,C,C,C
8.716000000000001,76927.7,C,C,C
7.36,79257.3,C,C,C
7.122000000000001,17179.2,D,D,D
6.4620000000000015,62448.1,B,B,B
7.485,80739.8,C,C,C
9.706,29303.0,E,E,E
9.24,63697.5,E,E,C
7.784,77343.6,C,C,C
5.825,26030.3,D,D,D
5.728,47429.0,B,B,B
5.892,25335.8,D,D,D
8.8,73944.7,C,C,C
5.837999999999999,15429.099999999999,D,D,D
7.318,52804.6,B,B,B
7.167999999999998,83122.6,C,C,C
6.1,24063.1,D,D,D
6.037000000000001,16379.5,D,D,D
3.0660000000000003,31848.2,A,A,A
5.7620000000000005,11794.599999999999,D,D,D
4.115,74591.9,B,B,B
2.404,5987.199999999997,A,A,A
4.131,15416.599999999999,A,A,A
6.145,24455.9,D,D,D
6.017,26818.5,D,D,D
6.138,78532.2,C,C,C
7.146,18758.1,D,D,D
8.06,34447.3,E,E,D
8.685,37260.1,E,E,E
5.127000000000002,19411.5,A,A,D
6.961,38245.1,B,B,B
2.8050000000000006,2976.199999999997,A,A,A
5.353,18801.1,A,D,D
10.056,94207.5,C,C,C
9.942,33652.8,E,E,E
8.826,34535.0,E,E,E
7.439,11589.800000000003,D,D,D
6.877999999999999,11500.400000000001,D,D,D
5.789,31646.5,A,D,D
8.131,70750.5,C,C,C
7.346,4980.300000000003,D,D,D
10.15,10200.800000000003,E,E,E
6.401,26640.3,D,D,D
5.886,35978.1,B,B,B
8.825,61190.3,E,E,C
7.521,19751.299999999996,D,D,D
8.603,19992.700000000004,E,E,E
6.6610000000000005,75479.9,C,C,C
4.102,16404.7,A,A,A
9.228,92836.1,C,C,C
5.143,26290.1,A,A,D
5.2639999999999985,26466.9,A,D,D
8.1,19520.3,D,E,D
8.046,16397.4,D,E,D
8.304,46034.9,E,E,C
10.163,35550.8,E,E,E
12.13,37239.4,E,E,E
5.563,26689.1,A,D,D
7.596,24511.4,D,D,D
7.176,30101.8,D,D,D
7.09,84628.1,C,C,C
5.334,21689.2,A,D,D
12.478,91054.8,E,E,C
6.029,22715.7,D,D,D
6.516,87181.7,C,C,C
8.262,75097.2,C,C,C
5.897,25209.2,D,D,D
5.4060000000000015,19747.9,A,D,D
8.783,26903.4,E,E,E
6.46,16595.500000000004,D,D,D
6.097,49481.0,B,B,B
8.597999999999999,60868.0,E,E,C
8.825,29035.2,E,E,E
6.017,16661.300000000003,D,D,D
3.18,324.40000000000146,A,A,A
10.681,63977.0,E,E,E
7.505,22319.6,D,D,D
7.36,12938.8,D,D,D
4.032,15216.599999999999,A,A,A
7.4460000000000015,64492.3,C,C,C
5.0710000000000015,15350.400000000001,A,D,D
7.729,71798.4,C,C,C
8.492,53618.2,E,E,C
5.3629999999999995,22263.5,A,D,D
6.977,52060.2,B,B,B
8.311,68367.6,C,C,C
7.039,35341.5,D,B,D
8.173,30118.2,E,E,D
5.9270000000000005,19937.2,D,D,D
6.441,29298.2,D,D,D
8.267000000000001,56166.9,E,E,C
5.697,26318.4,A,D,D
6.164,11699.300000000003,D,D,D
8.167,74699.6,C,C,C
10.453,42346.1,E,E,E
6.401,27503.8,D,D,D
7.229,94483.8,C,C,C
6.2810000000000015,91754.7,C,C,C
9.695,57266.6,E,E,C
7.487999999999999,92063.6,C,C,C
6.188,27834.5,D,D,D
6.425,24279.9,D,D,D
8.052999999999999,53901.5,E,E,C
7.487,34179.6,D,E,D
5.732,65570.5,B,B,B
7.942,16019.8,D,E,D
6.622999999999998,55614.7,B,B,B
6.791,22681.2,D,D,D
6.5760000000000005,77910.7,C,C,C
7.622999999999998,13088.199999999997,D,D,D
9.588,53607.0,E,E,E
7.029,58580.6,B,C,B
5.35,33484.5,A,A,B
8.255,76817.4,C,C,C
5.4670000000000005,16214.2,A,D,D
5.52,40544.6,B,B,B
5.872000000000001,32963.5,B,D,D
7.763,35344.3,D,E,D
8.24,35893.4,E,E,E
7.4529999999999985,67933.4,C,C,C
2.766,4065.699999999997,A,A,A
7.167999999999998,60061.1,B,C,B
8.505,89152.6,C,C,C
7.301,47831.8,B,B,B
5.972,31011.5,D,D,D
7.798999999999999,36138.8,D,E,D
8.104,60916.5,C,C,C
8.422,29543.799999999996,E,E,E
6.682,50106.4,B,B,B
5.779,43617.3,B,B,B
8.298,50594.9,E,E,C
6.009,95918.7,C,C,C
7.382999999999999,74236.7,C,C,C
7.9129999999999985,28866.8,D,E,D
5.97,20475.4,D,D,D
7.582000000000002,5436.5999999999985,D,D,D
7.226,82248.1,C,C,C
7.081,10578.5,D,D,D
8.335,67445.2,C,C,C
7.734,40257.2,D,E,B
8.799,21188.8,E,E,E
7.172999999999999,98508.6,C,C,C
8.722999999999999,77051.5,C,C,C
8.981,39597.7,E,E,E
5.999,19651.099999999995,D,D,D
7.672999999999999,4020.5,D,D,D
8.838,74702.7,C,C,C
5.739,15845.7,A,D,D
9.512,11947.599999999999,E,E,E
9.268,35681.5,E,E,E
7.851,33847.6,D,E,D
6.69,29106.7,D,D,D
7.687,63529.9,C,C,C
7.69,43471.1,B,E,B
5.295,49659.2,B,B,B
6.125,30095.9,D,D,D
6.459,30077.4,D,D,D
6.209,41440.4,B,B,B
6.221,40092.4,B,B,B
6.27,53448.8,B,B,B
6.1,41487.0,B,B,B
6.049,46719.1,B,B,B
6.252000000000002,67636.4,B,C,B
5.997000000000001,53050.0,B,B,B
6.247999999999998,40720.6,B,B,B
6.608,42675.4,B,B,B
6.306,45006.5,B,B,B
6.445,50385.4,B,B,B
6.7170000000000005,45132.9,B,B,B
6.5280000000000005,73013.2,C,C,C
5.922999999999999,86730.7,C,C,C
6.301,85608.8,C,C,C
6.888,65279.6,C,C,B
6.6,41074.0,B,B,B
6.7780000000000005,37554.6,B,B,B
6.6320000000000014,74473.8,C,C,C
6.641,62641.0,B,C,B
6.382999999999999,50021.1,B,B,B
6.388,53254.6,B,B,B
6.327000000000001,64075.3,B,B,B
6.226,51054.3,B,B,B
6.785,46679.5,B,B,B
6.714,71824.5,C,C,C
5.767,68688.7,B,B,B
6.5440000000000005,36738.9,B,B,B
5.808,41205.0,B,B,B
6.155,48523.7,B,B,B
6.667999999999998,34088.7,D,D,D
6.2410000000000005,41524.4,B,B,B
6.188,44350.7,B,B,B
6.654,40954.4,B,B,B
5.687,45122.9,B,B,B
6.428,63067.2,B,B,B
5.675,59333.5,B,B,B
5.9350000000000005,45182.1,B,B,B
6.035,49899.4,B,B,B
5.7010000000000005,44541.0,B,B,B
5.417999999999998,58713.4,B,B,B
5.471,50796.6,B,B,B
5.209,47646.9,B,B,B
6.8370000000000015,44114.9,B,B,B
5.763,43078.9,B,B,B
6.172999999999999,37596.7,B,B,B
5.437,44144.1,B,B,B
5.6129999999999995,43059.9,B,B,B
5.728,37600.5,B,B,B
5.595,32174.299999999996,A,D,D
5.76,47325.1,B,B,B
6.148,50747.9,B,B,B
5.966,63599.1,B,B,B
5.978,49710.4,B,B,B
5.7379999999999995,62817.0,B,B,B
6.115,42991.1,B,B,B
6.542000000000002,74687.6,C,C,C
5.881,44872.3,B,B,B
5.404,52155.5,B,B,B
5.567,53835.5,B,B,B
5.8439999999999985,50267.5,B,B,B
6.4879999999999995,46425.2,B,B,B
5.534,68667.3,B,B,B
6.4860000000000015,50276.7,B,B,B
5.4860000000000015,5617.9000000000015,A,D,D
5.688,50352.7,B,B,B
5.886,50813.8,B,B,B
4.657,41692.8,A,A,B
5.227,39927.1,A,B,B
5.266,59354.2,B,B,B
5.803,45579.2,B,B,B
5.8100000000000005,61742.8,B,B,B
5.181,43021.7,B,B,B
3.935,21956.5,A,A,A
6.261,65869.1,B,B,B
5.43,49726.1,B,B,B
3.467,37423.0,A,A,A
4.501,49768.8,A,A,B
5.977,61823.3,B,B,B
3.927,34703.1,A,A,A
5.737,43063.9,B,B,B
5.766,50857.5,B,B,B
5.499,45307.7,B,B,B
6.956,69906.6,C,C,C
6.1770000000000005,40845.9,B,B,B
6.851,71751.1,C,C,C
3.952,32031.4,A,A,A
6.419,70296.0,C,C,B
7.257999999999999,50650.2,B,B,B
6.492000000000001,46504.2,B,B,B
6.5139999999999985,74478.3,C,C,C
6.6720000000000015,80208.7,C,C,C
6.557,56445.1,B,B,B
6.936,87392.4,C,C,C
7.152,57927.2,B,C,B
7.057,59366.2,B,C,B
6.7,53891.7,B,B,B
7.2120000000000015,50761.0,B,B,B
7.3439999999999985,44432.5,B,B,B
6.795,50163.3,B,B,B
7.311,80679.7,C,C,C
8.176,49538.4,E,E,C
6.98,50779.3,B,B,B
7.209,51700.8,B,B,B
7.0070000000000014,52721.6,B,B,B
7.216,50864.6,B,B,B
7.362,63394.2,C,C,C
6.7010000000000005,51734.9,B,B,B
7.098,54388.6,B,B,B
6.799,95084.0,C,C,C
6.995,50626.9,B,B,B
7.223,60343.1,C,C,B
5.987,41990.0,B,B,B
5.759,43263.7,B,B,B
5.55,61273.5,B,B,B
6.99,48378.1,B,B,B
5.564,87186.6,C,C,C
6.672999999999999,52411.3,B,B,B
7.2620000000000005,75431.4,C,C,C
7.244,78741.7,C,C,C
8.562999999999999,49973.5,E,E,C
6.295,72954.0,C,C,B
4.541,12206.800000000003,A,A,A
6.827000000000001,42745.7,B,B,B
6.872999999999998,44964.1,B,B,B
6.657,63211.7,B,C,B
7.07,72613.0,C,C,C
6.042999999999998,47554.3,B,B,B
6.999,40923.0,B,B,B
6.516,62681.8,B,B,B
6.5379999999999985,53288.2,B,B,B
7.082000000000002,39547.3,B,B,B
6.9060000000000015,56547.7,B,B,B
7.455,64533.0,C,C,C
6.345,56023.7,B,B,B
7.627999999999999,65197.5,C,C,C
7.451,71642.0,C,C,C
6.78,50189.3,B,B,B
6.401,79685.4,C,C,C
6.8420000000000005,63225.5,B,C,B
