average_speed,distance,kmeans,minibatch,spectral
9.216,33203.6,E,E,E
8.869,23954.5,E,E,E
8.394,54844.2,D,C,D
9.129,41125.0,E,E,E
8.895,37457.1,E,E,E
9.03,66502.8,C,C,C
9.351,70617.8,C,C,C
9.218,50531.4,E,E,E
8.978,44191.2,E,E,E
8.814,66264.4,C,C,C
8.703,40948.9,E,E,E
9.055,27227.0,E,E,E
7.221,65237.1,C,C,C
9.595,20216.2,E,E,E
7.782999999999999,30898.700000000004,E,E,E
9.244,55537.6,E,E,D
9.521,35912.4,E,E,E
9.704,52449.1,E,E,E
9.351,67218.4,C,C,C
9.485,19918.1,E,E,E
9.331,3769.699999999997,E,E,E
7.933,28980.3,E,E,E
8.152999999999999,68553.9,C,C,C
8.228,29629.0,E,E,E
8.599,38885.8,E,E,E
8.898,32148.5,E,E,E
7.811,90395.5,C,C,C
9.42,41269.0,E,E,E
7.916,72754.2,C,C,C
7.725,34608.5,E,E,D
7.665,55339.4,D,D,D
6.752999999999999,69403.3,C,C,C
6.234,20261.2,A,A,A
6.119,48437.8,D,D,D
6.6370000000000005,18165.9,E,A,A
7.829,84674.2,C,C,C
7.0539999999999985,9537.400000000001,E,E,E
6.513,20705.4,A,A,A
7.3870000000000005,51955.5,D,D,D
5.084,17722.8,A,A,A
5.285,19280.2,A,A,A
7.607,41920.5,D,D,D
6.051,14795.8,A,A,A
3.374,20307.4,A,A,A
4.941,36258.1,B,B,B
5.785,41106.3,B,B,B
5.7,33046.1,B,B,B
4.155,54351.5,B,B,B
4.494,38817.4,B,B,B
7.853,27924.199999999997,E,E,E
7.952000000000001,38694.0,E,E,D
8.25,30500.199999999997,E,E,E
7.3610000000000015,56467.1,D,D,D
4.524,34198.5,A,B,A
8.141,32906.9,E,E,E
7.731,42633.8,D,D,D
4.198,53533.7,B,B,B
4.676,24972.2,A,A,A
8.875,48208.8,E,E,D
4.912,48412.5,B,B,B
6.9910000000000005,24972.7,E,D,D
6.9510000000000005,25029.4,E,D,D
4.675,33946.5,A,B,A
8.582,31084.5,E,E,E
4.398,59658.4,B,B,B
7.0920000000000005,30107.5,E,D,D
7.306,31292.9,E,D,D
4.546,21307.5,A,A,A
7.93,51410.9,D,D,D
4.8889999999999985,55257.5,B,B,B
4.19,37654.9,B,B,B
5.931,23577.6,A,A,A
5.524,30182.9,A,A,A
7.46,26529.5,E,E,E
4.524,27750.5,A,A,A
4.168,17240.4,A,A,A
2.186,10433.599999999999,A,A,A
4.987,5764.5,A,A,A
7.6389999999999985,50145.0,D,D,D
5.532,27212.5,A,A,A
7.198,96866.9,C,C,C
7.213999999999999,26149.2,E,E,D
8.517000000000001,44074.5,E,E,D
4.8469999999999995,32579.6,A,B,A
5.815,62527.7,B,C,B
4.587,49312.4,B,B,B
7.601,41108.5,D,D,D
4.44,33836.4,A,B,A
8.169,31572.1,E,E,E
4.232,50491.0,B,B,B
7.244,26607.6,E,E,D
4.013,22338.2,A,A,A
4.578,36347.2,B,B,B
8.023,38460.8,E,E,D
8.841000000000003,21228.0,E,E,E
8.644,15567.399999999998,E,E,E
7.286,70797.5,C,C,C
8.796,39597.7,E,E,E
8.628,15539.8,E,E,E
8.701,58323.4,D,C,D
8.679,20854.9,E,E,E
7.746,50426.2,D,D,D
6.461,24572.8,A,D,D
6.7,25196.9,E,D,D
7.73,83935.5,C,C,C
8.777999999999999,36876.8,E,E,E
8.881,15995.099999999999,E,E,E
8.613999999999999,62993.100000000006,C,C,D
4.607,3869.800000000003,A,A,A
3.23,43950.9,B,B,B
3.094,19650.1,A,A,A
8.411,51178.9,D,E,D
8.591000000000001,77566.0,C,C,C
4.32,21607.3,A,A,A
8.703,57624.0,D,C,D
8.783,31636.3,E,E,E
8.916,16075.699999999997,E,E,E
8.748,36767.4,E,E,E
7.9510000000000005,78424.0,C,C,C
4.603,18130.0,A,A,A
8.552999999999999,15412.8,E,E,E
7.74,47328.4,D,D,D
8.717,74209.2,C,C,C
8.267000000000001,31829.0,E,E,E
9.413,16943.4,E,E,E
8.706,47534.6,E,E,D
8.807,16028.099999999999,E,E,E
8.637,25937.7,E,E,E
7.59,27545.9,E,E,E
8.662,34285.3,E,E,E
3.577,12709.099999999999,A,A,A
8.597999999999999,25809.8,E,E,E
8.562999999999999,30835.2,E,E,E
4.431,43761.0,B,B,B
7.037000000000001,41565.5,D,D,D
8.937999999999997,32220.4,E,E,E
6.8679999999999986,67526.1,C,C,C
8.44,36614.8,E,E,E
5.876,32877.2,B,D,B
8.758,59324.0,D,C,D
8.921,40171.4,E,E,E
8.884,32107.2,E,E,E
7.22,61922.9,C,C,D
8.52,23029.799999999996,E,E,E
9.092,57314.7,D,E,D
7.114,54858.7,D,D,D
9.956,35871.4,E,E,E
9.884,17811.7,E,E,E
6.12,43559.8,D,D,D
8.615,31108.3,E,E,E
8.027000000000001,15379.8,E,E,E
4.199,30095.1,A,A,A
6.886,40430.1,D,D,D
5.091,14341.999999999996,A,A,A
7.57,53449.1,D,D,D
7.33,62975.4,C,C,D
3.987,27632.8,A,A,A
4.297,11438.5,A,A,A
6.96,49422.9,D,D,D
4.189,28961.7,A,A,A
7.073,48453.9,D,D,D
6.558,18120.499999999996,A,A,A
4.721,34313.6,B,B,A
5.282,13670.8,A,A,A
7.971999999999999,31235.8,E,E,E
5.187,12629.400000000001,A,A,A
3.944,57537.1,B,B,B
7.3210000000000015,50974.8,D,D,D
6.553,42206.4,D,D,D
4.782,10965.099999999999,A,A,A
3.7119999999999997,24613.8,A,A,A
4.323,48992.6,B,B,B
7.569,39697.4,D,D,D
4.831,10844.8,A,A,A
4.666,17160.6,A,A,A
6.803,12721.400000000001,E,A,A
4.412,56018.7,B,B,B
4.666,25026.4,A,A,A
5.485,9943.599999999999,A,A,A
4.9030000000000005,19459.3,A,A,A
4.143,32310.8,A,A,A
6.3660000000000005,35023.3,D,D,D
6.365,55301.5,D,D,D
6.294,46879.5,D,D,D
7.734,59893.0,D,C,D
7.346,50375.7,D,D,D
6.306,52077.0,D,D,D
7.697999999999999,93856.7,C,C,C
7.294,39853.8,D,D,D
6.375,23359.1,A,D,A
7.0939999999999985,40251.8,D,D,D
7.508999999999999,27108.4,E,E,E
7.945,33891.8,E,E,E
6.534,35928.2,D,D,D
5.053,30674.700000000004,A,A,A
4.557,15043.500000000004,A,A,A
3.721,63516.4,B,B,B
7.322,53563.6,D,D,D
7.582000000000002,33287.0,E,E,D
7.528,59186.4,D,C,D
6.825,73031.8,C,C,C
4.29,26703.2,A,A,A
6.855,37323.1,D,D,D
4.839,34784.3,B,B,B
5.44,34274.4,B,B,B
4.365,17820.3,A,A,A
4.745,18029.6,A,A,A
4.408,53709.2,B,B,B
8.113,30749.9,E,E,E
7.348,40281.2,D,D,D
7.199,3095.5000000000073,E,E,E
5.343,3162.800000000003,A,A,A
6.4030000000000005,48474.4,D,D,D
2.6069999999999998,23897.6,A,A,A
7.067,38205.9,D,D,D
6.747000000000001,66885.5,C,C,C
7.782999999999999,27597.5,E,E,E
7.03,35991.8,D,D,D
7.367000000000001,26728.3,E,E,D
4.372,71578.4,B,B,B
7.07,38531.0,D,D,D
4.46,35984.8,B,B,B
7.566,46301.8,D,D,D
5.032,36270.3,B,B,B
7.952000000000001,53968.3,D,D,D
7.484,42570.7,D,D,D
4.225,18628.2,A,A,A
7.827000000000001,38939.6,E,E,D
7.415,44302.2,D,D,D
7.415,42248.1,D,D,D
5.1110000000000015,54862.3,B,B,B
7.105,25804.0,E,D,D
7.117000000000001,62109.0,C,C,D
5.735,32774.0,B,B,B
6.551,24369.1,E,D,D
7.353,27116.2,E,E,D
7.275,54976.3,D,D,D
6.093,71575.8,C,C,C
7.763,55762.8,D,D,D
6.9879999999999995,23555.9,E,D,D
7.539,43893.3,D,D,D
6.329,70413.3,C,C,C
7.315,52168.5,D,D,D
5.287000000000001,55592.3,B,B,B
8.262,23250.0,E,E,E
7.465,54982.0,D,D,D
8.841000000000003,29159.2,E,E,E
7.002000000000002,41478.6,D,D,D
5.132999999999999,52462.3,B,B,B
5.962999999999999,43463.0,B,D,B
7.785,65119.0,C,C,C
4.949,45917.9,B,B,B
7.385,53681.8,D,D,D
2.927,16202.2,A,A,A
8.722999999999999,78541.3,C,C,C
7.33,53638.2,D,D,D
7.461,47965.6,D,D,D
8.953,48346.6,E,E,D
7.397,68437.7,C,C,C
9.245,30526.8,E,E,E
8.937000000000003,64873.4,C,C,D
5.742000000000001,25269.1,A,A,A
7.2879999999999985,53350.3,D,D,D
3.6630000000000003,20540.4,A,A,A
8.379,55217.7,D,C,D
6.5539999999999985,56032.6,D,D,D
5.141,25201.0,A,A,A
7.325,41987.1,D,D,D
8.974,24238.8,E,E,E
8.165,44100.2,E,E,D
6.698,36368.2,D,D,D
5.494,24150.8,A,A,A
9.53,34356.2,E,E,E
4.716,48861.2,B,B,B
5.199,22166.799999999996,A,A,A
4.9460000000000015,36033.7,B,B,B
5.4289999999999985,10788.2,A,A,A
7.647,29846.8,E,E,E
8.1,29387.1,E,E,E
4.378,27764.3,A,A,A
6.992000000000001,50436.9,D,D,D
6.816,66861.0,C,C,C
7.99,30139.6,E,E,E
7.0920000000000005,57073.3,D,D,D
8.525,47153.7,E,E,D
6.4620000000000015,47338.5,D,D,D
5.192,43540.9,B,B,B
5.242000000000001,18939.4,A,A,A
4.771,27009.6,A,A,A
8.312000000000001,59373.3,D,C,D
7.082999999999998,59195.5,D,C,D
7.965,60481.0,D,C,D
7.189,45978.9,D,D,D
7.174,40930.0,D,D,D
4.772,17698.2,A,A,A
5.2620000000000005,57750.7,B,B,B
5.846,12896.900000000001,A,A,A
7.513,43343.4,D,D,D
5.296,47900.8,B,B,B
2.532,4861.5,A,A,A
6.992000000000001,19423.5,E,E,D
4.851,38946.7,B,B,B
7.957999999999998,58768.3,D,C,D
5.1320000000000014,53449.4,B,B,B
4.519,35882.0,B,B,B
4.886,10948.599999999999,A,A,A
5.7810000000000015,18255.8,A,A,A
7.305,40937.7,D,D,D
5.612,44028.4,B,B,B
7.987,67401.5,C,C,C
4.59,42154.5,B,B,B
5.9929999999999986,13268.3,A,A,A
7.392,42437.9,D,D,D
4.998,45429.4,B,B,B
4.365,15170.099999999999,A,A,A
7.82,63000.1,C,C,D
5.31,55485.6,B,B,B
7.5779999999999985,57506.4,D,C,D
5.357,47363.4,B,B,B
6.4929999999999986,29404.8,D,D,D
5.113,19604.1,A,A,A
5.055,64456.0,B,B,B
5.27,22599.7,A,A,A
4.392,50222.1,B,B,B
5.306,3045.800000000003,A,A,A
8.066,43862.9,E,E,D
7.319,41292.3,D,D,D
4.82,45455.3,B,B,B
4.851,25598.1,A,A,A
6.88,38890.1,D,D,D
7.087999999999999,30302.2,E,D,D
5.017,13761.900000000001,A,A,A
4.78,66700.1,B,B,B
5.05,21594.4,A,A,A
4.634,25630.7,A,A,A
6.735,48148.1,D,D,D
9.38,59311.3,E,E,D
8.896,21386.2,E,E,E
6.441,28391.5,D,D,D
6.53,56317.4,D,D,D
5.4220000000000015,34135.8,B,B,B
6.335,26117.3,A,D,D
4.686,12928.5,A,A,A
6.396,40353.0,D,D,D
7.106,25716.5,E,D,D
5.155,66175.0,B,B,B
6.562,35638.4,D,D,D
5.645,15810.7,A,A,A
5.371,37597.4,B,B,B
5.581,15019.099999999999,A,A,A
6.104,34421.4,D,D,D
5.6320000000000014,15852.800000000003,A,A,A
8.101,29181.0,E,E,E
5.6629999999999985,11664.999999999996,A,A,A
4.812,78318.4,C,C,B
7.1960000000000015,39105.0,D,D,D
5.172999999999999,21243.8,A,A,A
6.494,46859.0,D,D,D
9.2,16578.699999999997,E,E,E
5.233,77691.0,C,C,C
7.2429999999999986,39457.7,D,D,D
5.1389999999999985,13284.3,A,A,A
6.704,38886.0,D,D,D
9.056,16373.3,E,E,E
3.859,64264.3,B,B,B
8.855,21260.6,E,E,E
5.943,9045.400000000001,A,A,A
6.53,30639.6,D,D,D
5.112,10264.200000000004,A,A,A
8.307,29912.0,E,E,E
4.853,61297.3,B,B,B
6.671,31867.0,D,D,D
8.992,16203.900000000001,E,E,E
4.975,5964.9000000000015,A,A,A
7.162000000000001,51376.3,D,D,D
8.075,17014.0,E,E,E
4.6560000000000015,50037.4,B,B,B
9.017,38257.8,E,E,E
9.149,16578.2,E,E,E
7.702000000000001,62484.1,C,C,D
9.341,22847.7,E,E,E
4.799,30067.6,A,A,A
7.516,31581.0,E,E,D
6.659,56086.2,D,D,D
7.348,39030.5,D,D,D
8.832,15906.099999999999,E,E,E
7.005,82590.6,C,C,C
9.147,41199.5,E,E,E
9.191,16544.3,E,E,E
7.292000000000002,63124.8,C,C,D
5.065,1271.4000000000015,A,A,A
8.899000000000003,21409.8,E,E,E
7.064,85621.1,C,C,C
8.669,57978.3,D,C,D
4.881,25139.2,A,A,A
4.08,21279.5,A,A,A
3.747,54618.4,B,B,B
6.525,64475.1,C,C,C
7.551,45231.8,D,D,D
5.234,38062.6,B,B,B
7.23,45573.2,D,D,D
6.3020000000000005,35045.2,D,D,D
6.855,56595.1,D,D,D
4.848,35343.6,B,B,B
5.952000000000001,29104.4,A,D,A
6.492000000000001,35094.4,D,D,D
5.892,41458.5,B,D,B
5.7620000000000005,37728.1,B,B,B
6.0760000000000005,23545.0,A,A,A
4.138,30527.4,A,A,A
3.377,3796.199999999997,A,A,A
6.119,34619.1,D,D,D
7.349,38341.4,D,D,D
5.55,41066.6,B,B,B
6.434,6415.0,A,A,A
5.559,40369.1,B,B,B
5.766,34631.5,B,B,B
6.2429999999999986,39505.9,D,D,D
6.109,28576.3,A,D,D
4.839,17289.5,A,A,A
3.617,18960.1,A,A,A
4.125,20661.2,A,A,A
8.625,56807.0,D,C,D
4.256,34771.8,A,B,A
4.846,38003.6,B,B,B
6.98,83297.7,C,C,C
4.974,56955.2,B,B,B
4.293,35538.9,B,B,B
7.603,64058.9,C,C,C
4.425,31180.0,A,A,A
4.024,15750.2,A,A,A
7.34,45096.4,D,D,D
7.754,40674.9,D,D,D
3.693,19544.7,A,A,A
3.655,21005.8,A,A,A
4.915,18450.9,A,A,A
4.865,38679.8,B,B,B
5.034,18192.3,A,A,A
8.055,67618.8,C,C,C
4.154,50670.6,B,B,B
5.523,31526.1,A,B,A
7.914,49176.4,D,D,D
2.797,10853.499999999996,A,A,A
7.447,42059.5,D,D,D
6.526,81370.6,C,C,C
4.9289999999999985,33337.7,A,B,A
7.461,57826.4,D,C,D
4.843,18325.7,A,A,A
3.069,17117.9,A,A,A
4.641,18917.500000000004,A,A,A
4.6610000000000005,41910.6,B,B,B
3.202,23105.8,A,A,A
6.682,70952.2,C,C,C
3.062,12926.2,A,A,A
4.4830000000000005,48336.2,B,B,B
4.648,17596.0,A,A,A
5.254,40967.7,B,B,B
7.37,80648.0,C,C,C
6.5360000000000005,84444.3,C,C,C
5.707999999999998,19442.2,A,A,A
6.721,59357.0,D,C,D
5.58,23956.9,A,A,A
5.551,18111.3,A,A,A
5.775,17595.7,A,A,A
5.318,20513.2,A,A,A
5.052,37766.4,B,B,B
4.841,62785.7,B,B,B
2.6660000000000004,9827.5,A,A,A
4.4689999999999985,45394.2,B,B,B
4.7810000000000015,68352.1,B,B,B
5.273,40819.5,B,B,B
7.492000000000001,53687.6,D,D,D
4.663,48743.9,B,B,B
4.231,36471.1,B,B,B
7.553,78325.1,C,C,C
5.832000000000002,70222.3,C,C,C
4.5440000000000005,33408.9,A,B,A
4.698,19970.1,A,A,A
4.636,47903.0,B,B,B
4.784,17250.3,A,A,A
4.85,34118.1,B,B,A
4.626,33910.5,A,B,A
4.698,51528.5,B,B,B
5.081,18758.1,A,A,A
5.331,58493.8,B,B,B
5.7360000000000015,53761.6,B,B,B
4.779,18701.3,A,A,A
4.968,65126.0,B,B,B
6.42,5354.199999999997,A,A,A
4.487,21735.8,A,A,A
5.417999999999998,51421.6,B,B,B
4.228,16429.1,A,A,A
4.5969999999999995,15777.400000000001,A,A,A
4.7940000000000005,56278.5,B,B,B
7.096,53958.1,D,D,D
4.879,44573.4,B,B,B
5.176,47046.5,B,B,B
4.9689999999999985,20235.7,A,A,A
4.99,55336.7,B,B,B
5.03,32732.8,A,B,A
7.5120000000000005,48557.5,D,D,D
7.57,66876.3,C,C,C
5.115,47904.5,B,B,B
5.732,64178.8,C,C,B
6.968,56047.0,D,D,D
4.416,39860.2,B,B,B
5.074,37030.1,B,B,B
6.61,27445.2,D,D,D
6.2810000000000015,43768.9,D,D,D
4.7189999999999985,64219.5,B,B,B
4.402,40997.0,B,B,B
6.372999999999998,61019.1,D,C,D
7.053,68191.2,C,C,C
4.551,43628.8,B,B,B
7.245,56131.9,D,D,D
5.216,40003.0,B,B,B
5.22,24443.7,A,A,A
4.715,25474.1,A,A,A
5.784,68716.2,C,C,C
4.391,22906.2,A,A,A
5.783,89264.6,C,C,C
5.13,17679.0,A,A,A
4.971,26196.9,A,A,A
5.77,21094.7,A,A,A
6.47,46561.7,D,D,D
5.85,78671.2,C,C,C
6.992000000000001,33356.8,D,D,D
4.72,50890.8,B,B,B
5.8660000000000005,43794.7,B,D,B
4.085,32203.300000000003,A,A,A
4.538,32930.8,A,B,A
4.0760000000000005,39024.1,B,B,B
4.324,16872.8,A,A,A
4.149,30855.8,A,A,A
4.4860000000000015,49146.8,B,B,B
4.372,48110.5,B,B,B
5.607,41213.6,B,B,B
4.672,66687.1,B,B,B
5.263,39880.2,B,B,B
4.102,40883.5,B,B,B
7.511,65282.1,C,C,C
4.464,41669.6,B,B,B
4.215,38460.8,B,B,B
7.432,65600.9,C,C,C
4.629,43497.0,B,B,B
6.599,60082.0,D,C,D
6.8610000000000015,45771.7,D,D,D
4.338,41444.9,B,B,B
4.995,36008.5,B,B,B
4.479,31411.9,A,A,A
4.898,33563.5,A,B,A
8.433,30368.0,E,E,E
4.48,19267.4,A,A,A
4.529,49137.3,B,B,B
4.59,23418.3,A,A,A
3.939,56242.7,B,B,B
5.097,34315.6,B,B,B
7.169,75291.5,C,C,C
4.04,27169.7,A,A,A
5.115,48517.1,B,B,B
4.905,20423.4,A,A,A
5.693,38800.6,B,B,B
7.271,40541.2,D,D,D
5.99,32658.4,B,D,D
3.808,18543.2,A,A,A
4.659,20224.6,A,A,A
4.504,11588.7,A,A,A
5.146,31694.8,A,A,A
7.122000000000001,71517.0,C,C,C
4.379,17199.6,A,A,A
6.622000000000001,70784.3,C,C,C
4.5440000000000005,51755.3,B,B,B
4.606,19080.9,A,A,A
3.716,58341.3,B,B,B
6.954,62039.3,C,C,D
4.535,18506.5,A,A,A
4.293,37855.3,B,B,B
6.812,6893.300000000003,E,A,A
4.68,18947.7,A,A,A
5.095,56926.2,B,B,B
4.782,17090.7,A,A,A
4.378,17088.6,A,A,A
6.542000000000002,75064.7,C,C,C
4.11,17145.1,A,A,A
4.944,45200.7,B,B,B
3.475,11130.599999999999,A,A,A
4.077,51555.4,B,B,B
7.895,63341.2,C,C,D
7.2429999999999986,79772.3,C,C,C
7.271,97894.8,C,C,C
4.737,17840.599999999995,A,A,A
4.605,27932.9,A,A,A
6.6629999999999985,72992.5,C,C,C
7.172999999999999,72891.4,C,C,C
7.287000000000001,66048.5,C,C,C
4.813,25871.1,A,A,A
4.607,55491.3,B,B,B
5.559,49917.9,B,B,B
7.218,76844.8,C,C,C
4.525,26301.6,A,A,A
4.807,63132.2,B,B,B
4.707,17578.999999999996,A,A,A
4.771,25537.2,A,A,A
7.905,56353.6,D,C,D
7.257999999999999,73959.2,C,C,C
6.707999999999998,84795.4,C,C,C
6.599,66553.5,C,C,C
6.259,34711.9,D,D,D
5.044,19339.0,A,A,A
7.332000000000002,47073.6,D,D,D
5.136,4258.0999999999985,A,A,A
4.377,49385.9,B,B,B
7.511,27386.299999999996,E,E,E
4.723,26398.4,A,A,A
7.191,78931.4,C,C,C
4.457,55401.4,B,B,B
8.127,75631.4,C,C,C
6.424,77207.0,C,C,C
4.923,20281.9,A,A,A
4.926,65458.8,B,B,B
6.959,27425.799999999996,E,D,D
4.573,65187.4,B,B,B
4.596,17141.7,A,A,A
5.425,55230.5,B,B,B
4.838,65340.5,B,B,B
5.0139999999999985,18015.2,A,A,A
4.978,47698.9,B,B,B
6.397,69460.8,C,C,C
6.237,78783.3,C,C,C
6.671,52474.6,D,D,D
4.4030000000000005,43954.7,B,B,B
7.622000000000001,27570.4,E,E,E
5.124,54963.2,B,B,B
5.144,18951.2,A,A,A
7.252000000000002,55286.0,D,D,D
7.7639999999999985,71655.9,C,C,C
7.579,81859.9,C,C,C
7.617000000000001,96408.1,C,C,C
6.904,88174.9,C,C,C
5.153,55544.1,B,B,B
7.54,93312.9,C,C,C
6.722,38353.5,D,D,D
4.126,22215.6,A,A,A
6.011,47291.0,D,D,B
7.207999999999998,7885.0999999999985,E,E,E
6.7860000000000005,68826.2,C,C,C
5.573,63710.0,B,C,B
4.499,24867.0,A,A,A
4.498,48930.4,B,B,B
5.723,43512.5,B,B,B
6.513,97024.3,C,C,C
5.09,37997.5,B,B,B
3.992,55151.2,B,B,B
5.849,33882.6,B,D,B
5.517,40927.4,B,B,B
4.367,23632.4,A,A,A
4.6389999999999985,25110.4,A,A,A
6.172999999999999,86634.2,C,C,C
5.565,18736.5,A,A,A
6.204,20169.5,A,A,A
8.992,40516.9,E,E,E
6.9529999999999985,55910.8,D,D,D
8.498,30601.300000000003,E,E,E
6.2620000000000005,77580.4,C,C,C
5.105,36961.4,B,B,B
6.603,35721.9,D,D,D
4.537,15640.400000000001,A,A,A
7.537000000000001,83905.4,C,C,C
6.259,57805.3,D,D,D
6.961,49660.7,D,D,D
6.3660000000000005,68863.5,C,C,C
6.836,59593.5,D,C,D
6.94,60178.1,D,C,D
6.9289999999999985,42282.2,D,D,D
5.819,86510.9,C,C,C
5.86,26434.6,A,A,A
8.205,59013.9,D,C,D
6.921,56015.3,D,D,D
10.167,73199.6,C,C,C
6.7570000000000014,56364.9,D,D,D
10.001,54444.2,E,E,E
4.265,24931.5,A,A,A
8.033999999999999,71951.5,C,C,C
7.3,52666.3,D,D,D
4.817,39323.0,B,B,B
7.16,27729.9,E,D,D
4.692,44914.1,B,B,B
7.967,73456.8,C,C,C
4.922,47668.0,B,B,B
6.4910000000000005,80772.8,C,C,C
6.692,54924.3,D,D,D
6.763,42836.5,D,D,D
5.894,81596.4,C,C,C
7.575,30277.200000000004,E,E,D
7.636,33956.7,E,E,D
5.627000000000002,72773.5,C,C,C
7.122999999999998,30495.2,E,D,D
5.7810000000000015,52919.6,B,B,B
6.745,54752.9,D,D,D
6.152,85082.5,C,C,C
2.527,18774.2,A,A,A
7.162000000000001,52835.0,D,D,D
7.045,54810.4,D,D,D
6.402,84554.4,C,C,C
7.2,64048.9,C,C,C
7.227,40927.5,D,D,D
7.0520000000000005,51165.9,D,D,D
5.745,27902.199999999997,A,A,A
5.921,79554.5,C,C,C
6.457999999999998,45033.1,D,D,D
6.101,84749.0,C,C,C
6.29,89178.1,C,C,C
5.723,76991.9,C,C,C
7.672999999999999,63812.5,C,C,D
7.028,51101.0,D,D,D
5.7860000000000005,47789.9,B,B,B
6.332999999999998,79332.7,C,C,C
7.471,50157.1,D,D,D
7.312,64634.9,C,C,C
4.585,32552.2,A,B,A
4.5360000000000005,13674.8,A,A,A
7.383999999999999,62987.399999999994,C,C,D
5.839,54532.5,B,D,B
5.334,20647.2,A,A,A
5.401,13486.099999999999,A,A,A
5.117,22160.000000000004,A,A,A
6.601,40510.5,D,D,D
6.0539999999999985,63141.8,C,C,C
6.426,53496.1,D,D,D
4.298,20063.2,A,A,A
4.341,9529.200000000004,A,A,A
5.186,19308.8,A,A,A
5.4860000000000015,9106.0,A,A,A
5.183,9179.0,A,A,A
7.273,74576.8,C,C,C
6.5779999999999985,46013.4,D,D,D
6.235,53355.0,D,D,D
6.2639999999999985,42217.4,D,D,D
6.985,69878.7,C,C,C
4.409,21919.6,A,A,A
5.966,53046.8,D,D,B
