average_speed,distance,kmeans,minibatch,spectral
10.159,21495.4,0,1,2
5.8660000000000005,17809.0,1,3,0
6.103,37120.7,3,4,4
7.5120000000000005,49593.9,3,4,4
5.943,22369.1,1,3,0
10.195,23898.1,0,1,2
4.345,14254.399999999998,4,0,3
7.5760000000000005,15416.7,1,3,0
7.434,15871.7,1,3,0
9.937,22190.0,0,1,2
8.388,51521.1,0,1,1
6.36,17565.9,1,3,0
5.07,10732.400000000001,4,3,0
6.181,17436.500000000004,1,3,0
6.314,25002.8,1,3,0
7.115,14721.8,1,3,0
8.23,87150.6,2,2,1
6.393,17332.200000000004,1,3,0
6.5139999999999985,33079.4,1,3,0
5.582999999999998,20729.3,4,3,0
5.386,31678.700000000004,4,3,0
7.723,27965.2,1,1,0
6.303,21758.8,1,3,0
6.345,30651.9,1,3,0
5.905,18033.599999999995,1,3,0
7.409,58824.5,2,2,1
7.654,59189.4,2,2,1
9.846,28552.6,0,1,2
5.8629999999999995,51770.8,3,4,4
7.575,53850.5,3,2,4
6.502000000000002,17242.2,1,3,0
9.254,29982.5,0,1,2
6.534,45528.1,3,4,4
6.772,22131.7,1,3,0
7.377000000000002,47187.5,3,4,4
9.144,23197.8,0,1,2
4.832,30889.8,4,0,0
6.113,16614.200000000004,1,3,0
9.616,20386.2,0,1,2
5.638,5366.9000000000015,4,3,0
7.335,60034.6,2,2,1
7.565,39624.5,1,1,4
7.403,43928.8,3,4,4
5.808,15739.599999999995,1,3,0
5.377999999999999,31938.6,4,3,0
9.133,72964.5,2,2,1
5.997999999999998,6855.199999999997,1,3,0
6.064,19070.3,1,3,0
7.132999999999999,45519.7,3,4,4
8.117,89573.7,2,2,1
5.659,36123.4,3,4,4
7.598,3358.199999999997,1,3,0
7.452000000000001,60961.7,2,2,1
5.252000000000002,21755.7,4,3,0
5.9860000000000015,17779.3,1,3,0
8.081,5737.4000000000015,1,3,0
5.45,7269.800000000003,4,3,0
11.239,39439.4,0,1,2
7.545,3161.5,1,3,0
7.931,65580.0,2,2,1
10.311,25178.4,0,1,2
6.7360000000000015,27617.5,1,3,0
6.5760000000000005,2282.0,1,3,0
5.5520000000000005,14236.0,4,3,0
5.67,49827.8,3,4,4
6.507999999999999,21318.8,1,3,0
5.936,29695.9,1,3,0
6.287000000000001,5193.0999999999985,1,3,0
10.716,64605.7,0,1,2
7.269,52132.1,3,4,4
10.759,59510.2,0,1,2
7.4529999999999985,98571.7,2,2,1
5.622000000000001,35193.1,3,4,4
8.225,34815.9,0,1,0
7.787000000000001,56556.5,2,2,1
5.324,14849.599999999999,4,3,0
6.01,19057.4,1,3,0
10.527,97294.1,2,2,1
6.6560000000000015,30862.3,1,3,0
7.239,51289.7,3,4,4
8.35,79243.6,2,2,1
6.108,39599.3,3,4,4
7.564,30165.3,1,3,0
7.282,48901.0,3,4,4
8.408,86349.4,2,2,1
9.771,16601.300000000003,0,1,2
11.130999999999998,17753.3,0,1,2
7.905,35026.5,1,1,0
5.944,29334.8,1,3,0
7.907999999999999,58453.0,2,2,1
6.984,17480.2,1,3,0
5.853,41885.9,3,4,4
9.388,41541.3,0,1,2
9.73,23401.8,0,1,2
12.117,1090.5,0,1,2
7.867000000000001,35582.5,1,1,0
7.4529999999999985,35690.1,1,1,0
8.139,32777.4,0,1,0
8.821,82154.2,2,2,1
7.5939999999999985,83165.4,2,2,1
6.348,6322.800000000003,1,3,0
7.26,37155.5,1,4,4
8.23,20886.6,1,1,0
8.98,81482.8,2,2,1
8.716000000000001,76927.7,2,2,1
7.36,79257.3,2,2,1
7.122000000000001,17179.2,1,3,0
6.4620000000000015,62448.1,3,4,4
7.485,80739.8,2,2,1
9.706,29303.0,0,1,2
9.24,63697.5,0,1,1
7.784,77343.6,2,2,1
5.825,26030.3,1,3,0
5.728,47429.0,3,4,4
5.892,25335.8,1,3,0
8.8,73944.7,2,2,1
5.837999999999999,15429.099999999999,1,3,0
7.318,52804.6,3,4,4
7.167999999999998,83122.6,2,2,1
6.1,24063.1,1,3,0
6.037000000000001,16379.5,1,3,0
3.0660000000000003,31848.2,4,0,3
5.7620000000000005,11794.599999999999,1,3,0
4.115,74591.9,3,4,4
2.404,5987.199999999997,4,0,3
4.131,15416.599999999999,4,0,3
6.145,24455.9,1,3,0
6.017,26818.5,1,3,0
6.138,78532.2,2,2,1
7.146,18758.1,1,3,0
8.06,34447.3,0,1,0
8.685,37260.1,0,1,2
5.127000000000002,19411.5,4,0,0
6.961,38245.1,3,4,4
2.8050000000000006,2976.199999999997,4,0,3
5.353,18801.1,4,3,0
10.056,94207.5,2,2,1
9.942,33652.8,0,1,2
8.826,34535.0,0,1,2
7.439,11589.800000000003,1,3,0
6.877999999999999,11500.400000000001,1,3,0
5.789,31646.5,4,3,0
8.131,70750.5,2,2,1
7.346,4980.300000000003,1,3,0
10.15,10200.800000000003,0,1,2
6.401,26640.3,1,3,0
5.886,35978.1,3,4,4
8.825,61190.3,0,1,1
7.521,19751.299999999996,1,3,0
8.603,19992.700000000004,0,1,2
6.6610000000000005,75479.9,2,2,1
4.102,16404.7,4,0,3
9.228,92836.1,2,2,1
5.143,26290.1,4,0,0
5.2639999999999985,26466.9,4,3,0
8.1,19520.3,1,1,0
8.046,16397.4,1,1,0
8.304,46034.9,0,1,1
10.163,35550.8,0,1,2
12.13,37239.4,0,1,2
5.563,26689.1,4,3,0
7.596,24511.4,1,3,0
7.176,30101.8,1,3,0
7.09,84628.1,2,2,1
5.334,21689.2,4,3,0
12.478,91054.8,0,1,1
6.029,22715.7,1,3,0
6.516,87181.7,2,2,1
8.262,75097.2,2,2,1
5.897,25209.2,1,3,0
5.4060000000000015,19747.9,4,3,0
8.783,26903.4,0,1,2
6.46,16595.500000000004,1,3,0
6.097,49481.0,3,4,4
8.597999999999999,60868.0,0,1,1
8.825,29035.2,0,1,2
6.017,16661.300000000003,1,3,0
3.18,324.40000000000146,4,0,3
10.681,63977.0,0,1,2
7.505,22319.6,1,3,0
7.36,12938.8,1,3,0
4.032,15216.599999999999,4,0,3
7.4460000000000015,64492.3,2,2,1
5.0710000000000015,15350.400000000001,4,3,0
7.729,71798.4,2,2,1
8.492,53618.2,0,1,1
5.3629999999999995,22263.5,4,3,0
6.977,52060.2,3,4,4
8.311,68367.6,2,2,1
7.039,35341.5,1,4,0
8.173,30118.2,0,1,0
5.9270000000000005,19937.2,1,3,0
6.441,29298.2,1,3,0
8.267000000000001,56166.9,0,1,1
5.697,26318.4,4,3,0
6.164,11699.300000000003,1,3,0
8.167,74699.6,2,2,1
10.453,42346.1,0,1,2
6.401,27503.8,1,3,0
7.229,94483.8,2,2,1
6.2810000000000015,91754.7,2,2,1
9.695,57266.6,0,1,1
7.487999999999999,92063.6,2,2,1
6.188,27834.5,1,3,0
6.425,24279.9,1,3,0
8.052999999999999,53901.5,0,1,1
7.487,34179.6,1,1,0
5.732,65570.5,3,4,4
7.942,16019.8,1,1,0
6.622999999999998,55614.7,3,4,4
6.791,22681.2,1,3,0
6.5760000000000005,77910.7,2,2,1
7.622999999999998,13088.199999999997,1,3,0
9.588,53607.0,0,1,2
7.029,58580.6,3,2,4
5.35,33484.5,4,0,4
8.255,76817.4,2,2,1
5.4670000000000005,16214.2,4,3,0
5.52,40544.6,3,4,4
5.872000000000001,32963.5,3,3,0
7.763,35344.3,1,1,0
8.24,35893.4,0,1,2
7.4529999999999985,67933.4,2,2,1
2.766,4065.699999999997,4,0,3
7.167999999999998,60061.1,3,2,4
8.505,89152.6,2,2,1
7.301,47831.8,3,4,4
5.972,31011.5,1,3,0
7.798999999999999,36138.8,1,1,0
8.104,60916.5,2,2,1
8.422,29543.799999999996,0,1,2
6.682,50106.4,3,4,4
5.779,43617.3,3,4,4
8.298,50594.9,0,1,1
6.009,95918.7,2,2,1
7.382999999999999,74236.7,2,2,1
7.9129999999999985,28866.8,1,1,0
5.97,20475.4,1,3,0
7.582000000000002,5436.5999999999985,1,3,0
7.226,82248.1,2,2,1
7.081,10578.5,1,3,0
8.335,67445.2,2,2,1
7.734,40257.2,1,1,4
8.799,21188.8,0,1,2
7.172999999999999,98508.6,2,2,1
8.722999999999999,77051.5,2,2,1
8.981,39597.7,0,1,2
5.999,19651.099999999995,1,3,0
7.672999999999999,4020.5,1,3,0
8.838,74702.7,2,2,1
5.739,15845.7,4,3,0
9.512,11947.599999999999,0,1,2
9.268,35681.5,0,1,2
7.851,33847.6,1,1,0
6.69,29106.7,1,3,0
7.687,63529.9,2,2,1
7.69,43471.1,3,1,4
5.295,49659.2,3,4,4
6.125,30095.9,1,3,0
6.459,30077.4,1,3,0
6.209,41440.4,3,4,4
6.221,40092.4,3,4,4
6.27,53448.8,3,4,4
6.1,41487.0,3,4,4
6.049,46719.1,3,4,4
6.252000000000002,67636.4,3,2,4
5.997000000000001,53050.0,3,4,4
6.247999999999998,40720.6,3,4,4
6.608,42675.4,3,4,4
6.306,45006.5,3,4,4
6.445,50385.4,3,4,4
6.7170000000000005,45132.9,3,4,4
6.5280000000000005,73013.2,2,2,1
5.922999999999999,86730.7,2,2,1
6.301,85608.8,2,2,1
6.888,65279.6,2,2,4
6.6,41074.0,3,4,4
6.7780000000000005,37554.6,3,4,4
6.6320000000000014,74473.8,2,2,1
6.641,62641.0,3,2,4
6.382999999999999,50021.1,3,4,4
6.388,53254.6,3,4,4
6.327000000000001,64075.3,3,4,4
6.226,51054.3,3,4,4
6.785,46679.5,3,4,4
6.714,71824.5,2,2,1
5.767,68688.7,3,4,4
6.5440000000000005,36738.9,3,4,4
5.808,41205.0,3,4,4
6.155,48523.7,3,4,4
6.667999999999998,34088.7,1,3,0
6.2410000000000005,41524.4,3,4,4
6.188,44350.7,3,4,4
6.654,40954.4,3,4,4
5.687,45122.9,3,4,4
6.428,63067.2,3,4,4
5.675,59333.5,3,4,4
5.9350000000000005,45182.1,3,4,4
6.035,49899.4,3,4,4
5.7010000000000005,44541.0,3,4,4
5.417999999999998,58713.4,3,4,4
5.471,50796.6,3,4,4
5.209,47646.9,3,4,4
6.8370000000000015,44114.9,3,4,4
5.763,43078.9,3,4,4
6.172999999999999,37596.7,3,4,4
5.437,44144.1,3,4,4
5.6129999999999995,43059.9,3,4,4
5.728,37600.5,3,4,4
5.595,32174.299999999996,4,3,0
5.76,47325.1,3,4,4
6.148,50747.9,3,4,4
5.966,63599.1,3,4,4
5.978,49710.4,3,4,4
5.7379999999999995,62817.0,3,4,4
6.115,42991.1,3,4,4
6.542000000000002,74687.6,2,2,1
5.881,44872.3,3,4,4
5.404,52155.5,3,4,4
5.567,53835.5,3,4,4
5.8439999999999985,50267.5,3,4,4
6.4879999999999995,46425.2,3,4,4
5.534,68667.3,3,4,4
6.4860000000000015,50276.7,3,4,4
5.4860000000000015,5617.9000000000015,4,3,0
5.688,50352.7,3,4,4
5.886,50813.8,3,4,4
4.657,41692.8,4,0,4
5.227,39927.1,4,4,4
5.266,59354.2,3,4,4
5.803,45579.2,3,4,4
5.8100000000000005,61742.8,3,4,4
5.181,43021.7,3,4,4
3.935,21956.5,4,0,3
6.261,65869.1,3,4,4
5.43,49726.1,3,4,4
3.467,37423.0,4,0,3
4.501,49768.8,4,0,4
5.977,61823.3,3,4,4
3.927,34703.1,4,0,3
5.737,43063.9,3,4,4
5.766,50857.5,3,4,4
5.499,45307.7,3,4,4
6.956,69906.6,2,2,1
6.1770000000000005,40845.9,3,4,4
6.851,71751.1,2,2,1
3.952,32031.4,4,0,3
6.419,70296.0,2,2,4
7.257999999999999,50650.2,3,4,4
6.492000000000001,46504.2,3,4,4
6.5139999999999985,74478.3,2,2,1
6.6720000000000015,80208.7,2,2,1
6.557,56445.1,3,4,4
6.936,87392.4,2,2,1
7.152,57927.2,3,2,4
7.057,59366.2,3,2,4
6.7,53891.7,3,4,4
7.2120000000000015,50761.0,3,4,4
7.3439999999999985,44432.5,3,4,4
6.795,50163.3,3,4,4
7.311,80679.7,2,2,1
8.176,49538.4,0,1,1
6.98,50779.3,3,4,4
7.209,51700.8,3,4,4
7.0070000000000014,52721.6,3,4,4
7.216,50864.6,3,4,4
7.362,63394.2,2,2,1
6.7010000000000005,51734.9,3,4,4
7.098,54388.6,3,4,4
6.799,95084.0,2,2,1
6.995,50626.9,3,4,4
7.223,60343.1,2,2,4
5.987,41990.0,3,4,4
5.759,43263.7,3,4,4
5.55,61273.5,3,4,4
6.99,48378.1,3,4,4
5.564,87186.6,2,2,1
6.672999999999999,52411.3,3,4,4
7.2620000000000005,75431.4,2,2,1
7.244,78741.7,2,2,1
8.562999999999999,49973.5,0,1,1
6.295,72954.0,2,2,4
4.541,12206.800000000003,4,0,3
6.827000000000001,42745.7,3,4,4
6.872999999999998,44964.1,3,4,4
6.657,63211.7,3,2,4
7.07,72613.0,2,2,1
6.042999999999998,47554.3,3,4,4
6.999,40923.0,3,4,4
6.516,62681.8,3,4,4
6.5379999999999985,53288.2,3,4,4
7.082000000000002,39547.3,3,4,4
6.9060000000000015,56547.7,3,4,4
7.455,64533.0,2,2,1
6.345,56023.7,3,4,4
7.627999999999999,65197.5,2,2,1
7.451,71642.0,2,2,1
6.78,50189.3,3,4,4
6.401,79685.4,2,2,1
