average_speed,distance,kmeans,minibatch,spectral
7.1770000000000005,12336.8,E,E,E
6.808,12322.7,E,E,E
6.609,12351.8,E,E,E
7.086,12315.4,E,E,E
6.547999999999999,12356.0,E,E,E
7.49,12344.0,E,E,E
6.5600000000000005,18218.5,E,E,E
7.438,12338.9,E,E,E
6.6110000000000015,42632.7,B,B,E
6.744,12368.6,E,E,E
7.34,12316.7,E,E,E
6.638,15945.1,E,E,E
7.077000000000001,12462.4,E,E,E
6.4289999999999985,12400.8,E,E,E
6.938,12300.5,E,E,E
5.735,12595.1,D,D,E
7.0310000000000015,12304.8,E,E,E
6.4620000000000015,12360.9,E,E,E
7.001,12314.9,E,E,E
